,correct,questions,responses,rt,time_elapsed,trial_type,worker_id,assignment_id,pid
1810,"[True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",9456,821653,survey-multi-choice,A2Y105ODF4S5DF,3VP0C6EFSGW2B7MX20L6GFJOTS06MJ,97
1821,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",92679,140017,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1823,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds."",""All of the above.""]",15556,227641,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1825,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money."",""All of the above.""]",67343,386986,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1827,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",11875,428711,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1829,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""Whether I observed the rewards of relevant locations.""]",26083,602758,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1831,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",16430,627006,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1833,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",9500,644993,survey-multi-choice,A2YJQUHFIXNOY0,3EO896NRAWVICXROVGG7BXJL8XXJT1,98
1844,"[True, True, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds."",""Whether I chose the move that was best according to the information I had.""]",28667,88334,survey-multi-choice,A2ZRF4I5RTKN7G,3EFVCAY5L39ZEDZ0SI5CK1NYVTVJ8E,99
1846,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""Whether I chose the move that was best according to the information I had.""]",24115,136813,survey-multi-choice,A2ZRF4I5RTKN7G,3EFVCAY5L39ZEDZ0SI5CK1NYVTVJ8E,99
1848,"[True, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""Whether I chose the move that was best according to the information I had.""]",11066,170680,survey-multi-choice,A2ZRF4I5RTKN7G,3EFVCAY5L39ZEDZ0SI5CK1NYVTVJ8E,99
1850,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",9947,213575,survey-multi-choice,A2ZRF4I5RTKN7G,3EFVCAY5L39ZEDZ0SI5CK1NYVTVJ8E,99
1852,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",11189,230012,survey-multi-choice,A2ZRF4I5RTKN7G,3EFVCAY5L39ZEDZ0SI5CK1NYVTVJ8E,99
1863,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",42188,174362,survey-multi-choice,A2ZUKYMM3YV6JN,337RC3OW0523KFJD3WSZSUKYAG8VL4,100
1865,"[True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",40271,245592,survey-multi-choice,A2ZUKYMM3YV6JN,337RC3OW0523KFJD3WSZSUKYAG8VL4,100
1876,"[False, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",55726,202587,survey-multi-choice,A323J33EFSM2Z4,30X31N5D63Q6W4B5CAY48TKGH0ESAD,101
1878,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",32303,318981,survey-multi-choice,A323J33EFSM2Z4,30X31N5D63Q6W4B5CAY48TKGH0ESAD,101
1880,"[True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",29087,405837,survey-multi-choice,A323J33EFSM2Z4,30X31N5D63Q6W4B5CAY48TKGH0ESAD,101
1891,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money."",""All of the above.""]",100855,274031,survey-multi-choice,A338QNPKTOI7DF,3XIQGXAUMC8W9JZ6ZHS7XAZIURRX7J,102
1893,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",26148,330794,survey-multi-choice,A338QNPKTOI7DF,3XIQGXAUMC8W9JZ6ZHS7XAZIURRX7J,102
1904,"[False, True, False, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]","[""1"",""True"",""$0.00"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""False""]",60089,230659,survey-multi-choice,A33S9Z0SQC71A0,3LEP4MGT3G05DPXFLY3B85IMYFJBDR,103
1906,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""True""]",87383,406917,survey-multi-choice,A33S9Z0SQC71A0,3LEP4MGT3G05DPXFLY3B85IMYFJBDR,103
1908,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""True""]",16558,432692,survey-multi-choice,A33S9Z0SQC71A0,3LEP4MGT3G05DPXFLY3B85IMYFJBDR,103
1910,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds."",""True""]",11378,455479,survey-multi-choice,A33S9Z0SQC71A0,3LEP4MGT3G05DPXFLY3B85IMYFJBDR,103
1912,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""True""]",25739,486165,survey-multi-choice,A33S9Z0SQC71A0,3LEP4MGT3G05DPXFLY3B85IMYFJBDR,103
1923,"[True, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money."",""All of the above.""]",251578,684714,survey-multi-choice,A34CDAXB2IMLDP,36WLNQG78ZAA5VBFHTEVEN07YRKEBN,104
1925,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",91272,783198,survey-multi-choice,A34CDAXB2IMLDP,36WLNQG78ZAA5VBFHTEVEN07YRKEBN,104
1936,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",83810,309613,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1938,"[False, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",98090,509756,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1940,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",27254,657902,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1942,"[True, False, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""False"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",17065,709856,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1944,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",30976,751647,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1946,"[False, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",53148,895632,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1948,"[False, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",35595,974377,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1950,"[False, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",37509,1030564,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1952,"[False, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""At most 10"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",47728,1164723,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1954,"[False, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""At most 10"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",15404,1195824,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1956,"[False, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",28758,1234488,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1958,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",17026,1274082,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1960,"[False, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",15814,1302255,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1962,"[True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",21343,1354257,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1964,"[False, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",16334,1380763,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1966,"[False, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",15481,1414301,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1968,"[False, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",15656,1449883,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1970,"[False, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 8 rounds.""]",13368,1471881,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1972,"[True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.10"",""At most 15"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",41717,1524860,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1974,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",27521,1637362,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1976,"[True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",13374,1658134,survey-multi-choice,A34XI67018IK8,33PPUNGG385VWXJ09DEYZC6T4JYZRT,105
1987,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",57319,170187,survey-multi-choice,A387KV7QV80X50,37Q970SNZE8A2GY5GR5BXSRDD69S1Q,106
1989,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds."",""All of the above.""]",10215,210650,survey-multi-choice,A387KV7QV80X50,37Q970SNZE8A2GY5GR5BXSRDD69S1Q,106
2000,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",49228,248109,survey-multi-choice,A3B58QWMTBXVE0,3YW4XOSQKQLQHTQ95W0BCT91Y3O1U9,107
2002,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.10"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.""]",62076,513466,survey-multi-choice,A3B58QWMTBXVE0,3YW4XOSQKQLQHTQ95W0BCT91Y3O1U9,107
